name,team,gradClass,position,height,weight,highSchool,homeTown_city,homeTown_state
Andre Ochoa,University of California – Los Angeles – UCLA,Sr.,F,5' 9'',150, San Diego State,Anaheim, Calif. 
Jose Contell,University of California – Los Angeles – UCLA,R-Sr.,F,5' 9'',170, Catholic University of Valencia,Valencia, Spain 
Sveinn Hauksson,University of California – Los Angeles – UCLA,Gr.,MF/F,6' 2'',189, University of Iceland,Dalvik, Iceland 
Cam Wilkerson,University of California – Los Angeles – UCLA,Jr.,MF,6' 0'',165, Baker Academy,Richmond, Calif. 
Tamir Ratoviz,University of California – Los Angeles – UCLA,Fr.,MF,5' 11'',164, Oak Park High School,Los Angeles, Calif. 
Pablo Greenlee,University of California – Los Angeles – UCLA,Sr.,D,5' 11'',180, Harvard-Westlake HS,Hollywood, Calif. 
Philip Naef,University of California – Los Angeles – UCLA,So.,D,5' 11'',170, IS Berne,Copenhagen, Denmark 
Amjot Narang,University of California – Los Angeles – UCLA,Jr.,MF,6' 1'',160, Oak Ridge HS,El Dorado Hills, Calif. 
Sebastian Rincon,University of California – Los Angeles – UCLA,Jr.,MF,5' 6'',130, Palisades Charter HS,Culver City, Calif. 
Sam Scott,University of California – Los Angeles – UCLA,So.,F,6' 0'',180, Rick Reedy HS,Frisco, Tex. 
Lucca Adams,University of California – Los Angeles – UCLA,Fr.,GK,6' 1'',191, California Connections Academy,Manhattan Beach, Calif. 
Nikolai Rojel,University of California – Los Angeles – UCLA,Jr.,F,6' 2'',190, Wofford College,Copenhagen, Denmark 
Mateo Pinilla,University of California – Los Angeles – UCLA,So.,D,6' 1'',155, Acellus Academy,Houston, Tex. 
Shakir Nixon,University of California – Los Angeles – UCLA,Fr.,D,5' 11'',176, Cerritos High School,Cerritos, Calif. 
Wyatt Nelson,University of California – Los Angeles – UCLA,So.,GK,6' 3'',195, Roosevelt HS,Seattle, Wash. 
Oshea Foster,University of California – Los Angeles – UCLA,Jr.,F,5' 9'',165, San Diego,Pasadena, Calif. 
Nicholas Cavallo,University of California – Los Angeles – UCLA,Gr.,D,6' 1'',181, Davidson College,Richmond, Va. 
Allan Legaspi,University of California – Los Angeles – UCLA,Fr.,D,5' 9'',159, California Connections Academy,Pico Rivera, Calif. 
Jacob Diaz,University of California – Los Angeles – UCLA,So.,F,6' 1'',180, South Torrance HS,Torrance, Calif. 
Artem Vovk,University of California – Los Angeles – UCLA,Fr.,F,5' 9'',154," Foothill High School (Sacramento, Calif.)",Rivne, Ukraine 
Jaime Santana Tiscareno,University of California – Riverside,Sr,Goalkeeper,6'1,,Garces Memorial HS,Bakersfield, Calif.
Carlos Gonzalez,University of California – Riverside,Sr,Goalkeeper,6'2,,Mater Dei HS,Santa Ana, Calif.
Jackson D'Alessandro,University of California – Riverside,So,Defender,5'11,,San Dieguito Academy,Encinitas, Calif.
Mika Sebastian Kosch,University of California – Riverside,Fr,Defender,6'4,,Frankfurt Gymnasium,Frankfurt, Germany
Jason Aguilar-Martinez,University of California – Riverside,Sr,Center Back,6'0,,Jurupa Hills HS,Fontana, Calif.
Grant Miller,University of California – Riverside,Jr,Forward,5'10,,Tesoro HS,Trabuco Canyon, Calif.
Edward Castro,University of California – Riverside,Sr,Forward,5'9,,Cathedral HS,Los Angeles, Calif.
Wes Hastings,University of California – Riverside,Jr,Forward,6'2,,Mission Vista HS,Oceanside, Calif.
Luka Lukic,University of California – Riverside,Sr,Forward,6'2,,,Beograd, Serbia
Christian Ceja,University of California – Riverside,Sr,Central Midfielder,6'2,,Vintage HS,Napa, Calif.
Oscar Emilio Trujillo Lizárraga,University of California – Riverside,Fr,Left Back,6'0,,Epic Charter School,Tijuana, Baja California
Brady Elliott,University of California – Riverside,Fr,Center Back,6'5,,Serrano HS,Wrightwood, Calif.
Ethan Walker,University of California – Riverside,So,Center Back,6'4,,Vista Murrieta HS,Temecula, Calif.
Tarek Hamideh,University of California – Riverside,Fr,Central Midfielder,5'11,,Mission Hills HS,San Marcos, Calif.
Lukas Juodkunaitis,University of California – Riverside,Sr,Left Midfielder,,,Vilniaus Senvages Gimnazija,Vilnius, Lithuania
Ethan Gonzalez,University of California – Riverside,So,Central Midfielder,5'8,,El Toro HS,Lake Forest, Calif.
Ace Tendale,University of California – Riverside,Fr,Defender,6'3,,Mira Costa HS,Hawthorne, Calif.
Jona Martinez,University of California – Riverside,RS So,Central Midfielder,5'8,,Jurupa Valley HS,Riverside, Calif.
Noah  Lopez,University of California – Riverside,Sr,Forward,6'3,,Citrus Valley HS,Highland, Calif.
Wyatt Ponting,University of California – Riverside,Fr,Forward,6'2,,Claremont HS,Claremont, Calif.
AJ  Meade-Tatum,University of California – Riverside,Sr,Defender,6'2,,Palos Verdes HS,Palos Verdes, Calif.
Diego Ramirez,University of California – Riverside,So,Central Midfielder,6'0,,Patriot HS,Riverside, Calif.
Kevin Meza,University of California – Riverside,Jr,Central Midfielder,5'7,,ASU Preparatory Academy,Buena Park, Calif.
Keegan O'Brien,University of California – Riverside,Fr,Goalkeeper,6'3,,Summit HS,Fontana, Calif.
Thomas Howlett,University of California – Riverside,Jr,Defender,5'9,,Bonita HS,Glendora, Calif.
Jason Moreno,University of California – Riverside,Jr,Forward,5'9,,North Torrance HS,Los Angeles, Calif.
Noa Wada,University of California – Riverside,Fr,Forward,5'8,,West High School,Torrance, Calif.
Ermias Yohannes,University of California – Riverside,Fr,Defender,5'10,,Franklin HS,Sacramento, Calif.
Andrew Hermosillo,University of California – Riverside,RS So,Goalkeeper,6'2,,Silverado HS,Victorville, Calif.
Dylan Huy,University of California – San Diego,R-So,Goalkeeper,6'1,185,San Marcos HS,San Marcos, Calif.
Nicolas Thiele,University of California – San Diego,R-Fr,Goalkeeper,6'0,160,Bellarmine College Prep,Sunnyvale, Calif.
Nolan Premack,University of California – San Diego,Sr,Goalkeeper,6'4,215,,Vancouver,  B.C.
Evan Wellerstein,University of California – San Diego,R-So,Defender,6'4,220,Liberty High School,Maui, Hawai‘i
Nate Morgan,University of California – San Diego,R-Fr,Defender,5'10,165,Skyline HS,Oakland, Calif.
Nolan Sanchez,University of California – San Diego,R-Fr,Defender,6'1,180,IMG Academy,,
Matthew Lin,University of California – San Diego,Jr,Defender,6'0,170,Arnold O. Beckman High School,Irvine, Calif.
Adam Hillis,University of California – San Diego,Jr,Midfielder,6'2,174,Scots College,Nelson, New Zealand
Andrew Valverde,University of California – San Diego,Gr,Midfielder,5'8,152,North HS,Torrance, Calif.
Quinn Sellers,University of California – San Diego,R-Fr,Midfielder,6'0,167,Punahou School,Honolulu, Hawai‘i
Ryan Namdar,University of California – San Diego,Fr,Forward,6'3,180,Capistrano Valley HS,Mission Viejo, Calif.
Carter Jacobus,University of California – San Diego,Sr,Midfielder,5'7,140,Bishop Montgomery HS,Torrance, Calif.
Brian Arens,University of California – San Diego,R-So,Forward,6'0,175,Los Alamitos High,Seal Beach, Calif.
James Redington,University of California – San Diego,Jr,Midfielder,5'10,162,,Manhattan Beach, Calif.
Nikita Stukanov,University of California – San Diego,Fr,Midfielder,5'10,161,Davis Sr. HS,Davis, Calif.
Bryce Barnum,University of California – San Diego,Jr,Midfielder/Defender,5'8,150,Texas Connections Academy,League City, Texas
Mhone Bogonko,University of California – San Diego,R-Fr,Midfielder,5'9,155,Schaumburg High School,Schaumburg, Ill.
Andrew McGee,University of California – San Diego,Sr,Midfielder,5'8,140,,Fullerton, Calif.
Peter Santos,University of California – San Diego,Sr,Midfielder,6'1,175,Hueneme HS,Oxnard, Calif.
Jonah Kawamura,University of California – San Diego,Jr,Midfielder,5'10,160,Iolani School,Honolulu, Hawaii
Cole Barrett,University of California – San Diego,Gr,Midfielder,5'9,158,Jesuit High School,Sacramento, Calif.
Anthony Bugliari,University of California – San Diego,Fr,Forward,6'1,165,Pingry School,Madison, N.J.
Connor Place,University of California – San Diego,Sr,Midfielder,5'10,155,Mater Dei HS,Fullerton, Calif.
Max Carvalho,University of California – San Diego,Sr,Forward,5'10,180,JSerra Catholic HS,Aliso Viejo, Calif.
Nick Aghaian,University of California – San Diego,Fr,Defender,5'9,170,Sage Hill,Huntington Beach, Calif.
Keenai Braun,University of California – San Diego,R-Fr,Defender,6'2,175,J. Serra Catholic HS,Foothill Ranch, Calif.
Elliott Hill,University of California – San Diego,R-Fr,Midfielder,5'9,145,Poway HS,Poway, Calif.
Tyler Cash,University of California – San Diego,Fr,Midfielder,5'11,160,Oak Park HS,Westlake, Calif.
Kai Oppenheim,University of California – San Diego,Fr,Forward,6'0,175,Henry M. Gunn HS,San Francisco, Calif.
Michael Luechauer,University of California – San Diego,Fr,Forward,5'11,160,George Washington HS,Charleston, W.V.
Woody Brown,University of California – San Diego,Fr,Midfielder,6'1,165,Mercer Island HS,Manchester, England
David Mitzner,University of California – Santa Barbara,Sr,Goalkeeper,6'4,205,Servite HS,Yorba Linda, Calif.
Teddy Hutman,University of California – Santa Barbara,Sr,Goalkeeper,6'1,175,Yorktown HS,Arlington, Va.
Haruki Utsumi,University of California – Santa Barbara,Sr,Defender,6'3,185,Sanfrecce Hiroshima U18,Tokyo, Japan
Caden Vom Steeg,University of California – Santa Barbara,Sr,Defender,6'1,171,San Marcos HS,Santa Barbara, Calif.
Calle Mollerberg,University of California – Santa Barbara,R-Fr,Midfielder/Defender,6'2,190,Solna Gymnasium,Stockholm, Sweden
Johannes Vedin,University of California – Santa Barbara,Sr,Defender,6'2,185,Sven Erikssons Gymnasiet,Borås, Sweden
Timon Windisch,University of California – Santa Barbara,Sr,Defender,6'4,190,Rotteck Gymnasium,Freiburg, Germany
Alexis Ledoux,University of California – Santa Barbara,Sr,Forward,5'6,147,Lycee Tezenas du Montcel,La Talaudiere, France
Mikkel Goeling,University of California – Santa Barbara,Sr,Midfielder,6'3,195,Taarnby Gymnasium,Copenhagen, Denmark
Salvador Aguilar,University of California – Santa Barbara,Sr,Forward,6'2,180,Oak Grove HS,San Simeon, Calif.
Nemo Philipp,University of California – Santa Barbara,Sr,Midfielder,6'3,185,Gymnasium Hochrad,Hamburg, Germany
David Danquah,University of California – Santa Barbara,R-So,Forward,5'6,135,Baylor School,Alajo, Ghana
Pablo Figueroa,University of California – Santa Barbara,Sr,Defender,6'0,170,Bishop Mora Salesian HS,Bell Gardens, Calif.
Nalu Mack,University of California – Santa Barbara,R-Sr,Midfielder,6'1,170,Agoura HS,Malibu, Calif.
Jared Vom Steeg,University of California – Santa Barbara,R-Jr,Midfielder,6'1,162,San Marcos HS,Santa Barbara, Calif.
Keaton Fargo,University of California – Santa Barbara,R-So,Defender,5'11,170,Redwood HS,Kentfield, Calif.
Kaden Standish,University of California – Santa Barbara,So,Midfielder,5'11,155,Monte Vista HS,Danville, Calif.
Dom Phanco,University of California – Santa Barbara,Jr,Midfielder,5'10,157,JW Mitchell HS,Tampa, Fla.
Nicolas Willumsen,University of California – Santa Barbara,Jr,Forward,6'2,195,Hillerød Handelsskole,Gilleleje, Denmark
Andrew Kamienski,University of California – Santa Barbara,So,Defender,6'3,190,Saint Anthony HS,Long Beach, Calif.
Rene Pacheco,University of California – Santa Barbara,Sr,Forward,5'9,160,Dunn School,Santa Barbara, Calif.
Ramses Martinez,University of California – Santa Barbara,R-Jr,Midfielder,5'8,150,Montebello HS,Montebello, Calif.
Ocean Salari,University of California – Santa Barbara,R-Jr,Forward,5'7,150,Chaparral HS,Scottsdale, Ariz.
Henrique Bueno,University of California – Santa Barbara,Sr,Midfielder,5'11,170,Keystone National HS,São Paolo, Brazil
Eddie Villeda,University of California – Santa Barbara,Jr,Midfielder,5'10,165,Servite HS,Compton, Calif.
Isaiah Barber,University of California – Santa Barbara,So,Forward,6'3,180,Beaumont HS,Beaumont, Calif.
Manu Duah,University of California – Santa Barbara,Fr,Midfielder,6'4,180,Dunn School,Kumasi, Ghana
Kavi Krishnan,University of California – Santa Barbara,So,Forward,5'11,185,Bellarmine College Prep,San Jose, Calif.
Colby Renton,University of California – Santa Barbara,Fr,Defender,5'10,165,Vancouver Whitecaps Academy,Vancouver, B.C.
Marcelo Guerra,University of California – Santa Barbara,Gr,Goalkeeper,6'0,165,Acalanes HS,Walnut Creek, Calif.
Ethan Senter,University of California – Santa Barbara,R-Fr,Midfielder,5'10,160,Kalani HS,Aiea, Hawaii
Zac Siebenlist,University of California – Santa Barbara,Fr,Forward,6'0,170,San Luis Obispo HS,San Luis Obispo, Calif.
Lantz Gutierrez,University of California – Santa Barbara,Fr,Defender,5'10,160,Chaparral HS,Temecula, Calif.
Peleg Brown,University of California – Santa Barbara,Fr,Defender,6'1,160,Mosinzon School,Hod HaSharon, Israel
Filip Basili,University of California – Santa Barbara,Jr,Midfielder,6'2,170,Metis Videregående,Bergen, Norway
Javier Ramirez,University of Central Arkansas,Sr,Goalkeeper,6'1,190,Maria Immaculada HS,Carcaixent, Spain
Alex Kiss,University of Central Arkansas,Gr,Defender,5'11,168,,Columbus, Ohio
Devonte Richards,University of Central Arkansas,Gr,Forward/Midfielder,6'4,175,Combermere HS,Bridgetown, Barbados
Elijah Bishop,University of Central Arkansas,R-Jr,Defender,6'3,190,Smoky Hill HS,Aurora, Co.
Michael Oliveri,University of Central Arkansas,Sr,Forward,6'0,175,Islip HS,Islip, N.Y.
Aby Gomez,University of Central Arkansas,Sr,Midfielder,5'10,180,Olentangy Orange HS,Las Vegas, Nev.
Tajio James,University of Central Arkansas,Gr,Midfielder/Forward,5'7,150,Christ Church Foundation,Bridgetown, Barbados
Matheo Francou,University of Central Arkansas,Gr,Midfielder,,,,Orleans, France
Kaisei Matsudo,University of Central Arkansas,Jr,Defender/Midfielder,5'10,165,Urawa South HS,Saitama, Japan
Cristian Marcucci,University of Central Arkansas,Jr,Midfielder,5'10,167,Klein Cain HS,Spring, Texas
Pharis Petrica,University of Central Arkansas,So,Midfielder,6'0,170,,Buerstadt, Germany
Matthew Dovale,University of Central Arkansas,So,Goalkeeper,5'10,165,,Toronto, Ontario
Jaxon Hinds,University of Central Arkansas,Sr,Defender,6'0,165,Langtree Charter Academy,Huntersville, N.C.
Edgar Correia,University of Central Arkansas,Sr,Defender,6'1,155,,Famalicao, Portugal
Keiji Nakazawa,University of Central Arkansas,So,Forward,5'10,150,Takasaki University of Health and Welfare HS,Fujioka, Japan
Nicholas Rahman,University of Central Arkansas,Jr,Defender,6'0,170,Casa Grande HS,Petaluma, Calif.
Kyle Schwartz,University of Central Arkansas,So,Defender,5'11,150,,St. Louis, Mo.
Andre Gomez,University of Central Arkansas,So,Midfielder,6'0,155,,Mexico City, Mexico
Maxim Sheenkov,University of Central Arkansas,Jr,Forward,6'3,175,Colegio El Armelar,Moscow, Russia
Pietro Fontana,University of Central Arkansas,Sr,Forward,5'11,155,,Trento, Italy
Timo Haböck,University of Central Florida,Freshman,GK,6′3,,Liebigschule Frankfurt,Frankfurt am Main, Hesse
Alex Smith,University of Central Florida,,D,6′0,,Sandalwood HS,Jacksonville, Fla.
Gwendal Degorce,University of Central Florida,Freshman,D,6′1,,EM Lyon Business School,Lyon, France
Mouhamed Pouye,University of Central Florida,Sophomore,F/M,5′7,,Montverde Academy,Dakar, Senegal
Clarence Awoudor,University of Central Florida,Junior,F,5′7,,,Saint-Lo, France
Malang Mandiang,University of Central Florida,Redshirt Freshman,F,5′5,,Montverde Academy,Dakar, Senegal
Gabi Velez,University of Central Florida,Sophomore,D,5′7,,Inter Miami CF,Weston, Fla.
Ron Ben Dakon,University of Central Florida,Sophomore,D,5′6,,Meitar,Ganei Tikva, Israel
Fabio Guerreiro,University of Central Florida,Sophomore,M,5′6,,Escola Secundaria Jose Falcao,Faro, Portugal
Timothy Arias,University of Central Florida,Junior,D,6′0,,Bri-Bri College,Alajuela, Costa Rica
Joey Mueller,University of Central Florida,Redshirt Sophomore,M,6′0,,Creekside,St. John's County, Fla.
Javier López Sánchez,University of Central Florida,Senior,M,6′1,,I.E.S. Vicente Medina,Murcia, Spain
Sora Funakoshi,University of Central Florida,Junior,M,5′9,,Hotoku Gakuen HS,Nishinomiya Hyogo, Japan
Drew Hansen,University of Central Florida,Redshirt Freshman,F,5′9,,Christ the King Catholic,Cleveland, N.C.
Arne Michaelis,University of Central Florida,Sophomore,D,6′0,,Rhein Maas Berufskolleg Willich,Krefeld, Germany
Carlos Rojas,University of Central Florida,Freshman,F,6′7,,Lake Nona HS,Orlando, Fla.
Juanvi Muñoz,University of Central Florida,Junior,GK,6′0,,Escuelas Pías Valencia,Valencia, Spain
Joe Grossman,University of Connecticut,Fr,Goalkeeper,6'3,192,SAI Academy,Freehold,N.J.
Justin Hess,University of Connecticut,R-Fr,Goalkeeper,6'3,175,Guilford High School,Guilford,Conn.
Max Gummesson,University of Connecticut,So,Defense,6'1,158,Katrinelundsgymnasiet,Gothenburg,Sweden
Khaya Roudette-Gregory,University of Connecticut,Jr,Defense,6'5,230,Nene Park Academy,London,England
Nicolas Tomerius,University of Connecticut,Jr,Midfield,5'9,155,,Berlin,Germany
Austin Brummett,University of Connecticut,Jr,Forward,,,,Bow,N.H.
Sabri Hanni,University of Connecticut,R-Fr,Midfield,5'7,165,Lycée Paul Bert,Paris,France
Balthazar Saunders,University of Connecticut,Sr,Midfield,,,,Brooklyn,N.Y.
Evan Pickering,University of Connecticut,Fr,Forward,6'3,195,San Marcos High School,Carlsbad,Calif.
Kyle Durham,University of Connecticut,R-Fr,Goalkeeper,6'4,,City Polytechnic High School of Engineering Architecture & Technology,Brooklyn,N.Y.
Marco Valentic,University of Connecticut,Jr,Midfield,5'9,145,Kirtland High School,Kirtland,Ohio
Charlie Holmes,University of Connecticut,Jr,Midfield/Forward,6'3,175,Lakeside School,Seattle,Wash.
Jalen Commissiong,University of Connecticut,Sr,Defense,5'8,160,,Bermuda,
Elijah Hope,University of Connecticut,Jr,Defense,,,,Clifton,N.J.
Scott Testori,University of Connecticut,Sr,Forward,6'3,175,Daniel Hand,Madison,Conn.
Johan Hamel,University of Connecticut,So,Defense,5'11,163,Lycee Chevrollier,Angers,France
Preston Alessio,University of Connecticut,Fr,Midfield,,,,Beacon Falls,Conn.
Matias Paredes,University of Connecticut,So,Midfield,5'10,163,Immaculata-La Salle High School,Miami,Fla.
Mateo Depinho,University of Connecticut,Fr,Midfield,5'7,140,Arthur L. Johnson High School,Clark,N.J.
Alex Tupay,University of Connecticut,Fr,Defense,6'5,190,Arcadia High School,Phoenix,Ariz.
Greg Maclean,University of Connecticut,Sr,Defense/Midfield,6'0,150,Walpole,Walpole,Mass.
Jack Ryan,University of Connecticut,Fr,Midfield,,,,Brookfield,Conn.
Ayoub Lajhar,University of Connecticut,So,Midfield,6'0,168,Vermont Academy,Dernah,Libya
Giovanni Dennis,University of Connecticut,Fr,Midfield,5'11,145,Bloomingdale Senior High School,Tampa,Fla.
Alfonso Arredondo,University of Connecticut,Fr,Forward,,,Kensington School,Madrid,Spain
Martin Bakken,University of Dayton,Jr,Midfielder,6'1,,Norges Toppidrettsgymnas,Baerum, Norway
Farouq Ogundare,University of Dayton,Fr,Midfielder,5'8,,Beyond Limits Academy,Ogun, Nigeria
Sidike Jabateh,University of Dayton,Sr,Forward,5'11,,Park Center,Monrovia, Liberia
